Customer ID,Recency,Frequency,Monetary,Cluster
12471.0,2,79,67486.93,0
12472.0,32,19,41483.32,0
12473.0,29,5,7659.41,1
12474.0,17,31,25759.39,0
12475.0,54,2,2965.0,1
12476.0,16,23,43976.03,0
12477.0,23,9,40194.64,1
12478.0,4,1,680.9900000000001,1
12479.0,11,1,972.4599999999999,1
12480.0,28,7,27940.67,1
12481.0,23,15,36484.44,1
12482.0,576,29,88771.1,0
12483.0,17,19,12259.65,1
12484.0,33,12,20425.97,1
12485.0,529,1,708.1000000000001,2
12486.0,432,1,1827.7800000000002,2
12487.0,731,1,285.29999999999995,2
12488.0,10,3,2548.4,1
12489.0,336,1,1047.1,2
12490.0,5,21,20563.92,1
12491.0,39,1,606.4499999999999,1
12492.0,63,3,1582.3,1
12493.0,166,2,486.32,1
12494.0,16,9,5041.43,1
12495.0,641,1,1508.45,2
12496.0,620,2,544.14,2
12497.0,82,3,6981.140000000001,1
12498.0,21,3,872.8500000000001,1
12499.0,560,1,2465.32,2
12500.0,23,19,9535.38,1
12501.0,337,1,9474.51,2
12502.0,96,5,8661.43,1
12503.0,584,1,1126.0,2
12504.0,18,4,1700.85,1
12505.0,409,1,3042.0,2
12506.0,233,1,692.6,1
12507.0,134,4,3803.81,1
12508.0,26,2,940.15,1
12509.0,284,1,510.04999999999995,2
12510.0,143,9,9500.970000000001,1
12511.0,429,1,5041.74,2
12512.0,66,2,138.03,1
12513.0,113,1,1259.9699999999998,1
12514.0,267,2,3936.5299999999997,2
12515.0,353,1,383.70000000000005,2
12516.0,78,4,3182.69,1
12517.0,28,5,10965.119999999999,1
12518.0,1,5,4143.66,1
12519.0,64,2,3162.98,1
12520.0,79,5,6663.749999999999,1
12521.0,143,1,831.1300000000001,1
12522.0,39,2,326.75,1
12523.0,19,23,9008.84,1
12524.0,9,17,16643.01,1
12525.0,498,3,2815.3599999999997,2
12526.0,1,3,1846.01,1
12527.0,82,5,1057.0700000000002,1
12528.0,9,6,3318.7799999999997,1
12529.0,528,1,1217.6000000000001,2
12530.0,60,9,8619.48,1
12531.0,15,2,4291.2300000000005,1
12532.0,30,1,9198.45,1
12533.0,628,2,2676.46,2
12534.0,131,1,2566.58,1
12535.0,92,2,1885.3500000000001,1
12536.0,43,3,69425.62000000001,1
12537.0,409,1,2355.1000000000004,2
12538.0,29,2,875.51,1
12539.0,22,7,26520.98,1
12540.0,20,33,48935.649999999994,0
12541.0,30,3,8164.540000000001,1
12542.0,484,2,629.8900000000001,2
12543.0,448,1,1712.8999999999996,2
12544.0,36,1,1127.9899999999998,1
12545.0,75,2,1000.39,1
12546.0,47,2,3727.21,1
12547.0,198,3,1539.79,1
12548.0,166,1,152.55,1
12549.0,576,6,2804.0299999999997,2
12550.0,79,1,964.83,1
12551.0,358,1,391.70000000000005,2
12552.0,39,2,4222.79,1
12553.0,8,12,14999.74,1
12554.0,449,1,1721.82,2
12555.0,682,1,904.6099999999999,2
12556.0,50,2,1737.81,1
12557.0,16,8,19439.660000000003,1
12558.0,8,1,269.96000000000004,1
12559.0,311,2,886.89,2
12560.0,5,3,12402.55,1
12561.0,303,1,2465.23,2
12562.0,8,9,9638.630000000001,1
12563.0,409,1,1920.03,2
12564.0,261,1,1892.65,2
12565.0,289,1,364.49,2
12566.0,86,1,783.2399999999999,1
12567.0,23,15,27846.500000000004,1
12568.0,645,1,174.52,2
12569.0,2,32,11529.68,0
12570.0,682,1,77.52,2
12571.0,40,2,672.3100000000002,1
12572.0,9,2,1838.4099999999999,1
12573.0,227,5,2186.47,1
12574.0,316,1,1287.85,2
12575.0,457,2,1026.3400000000001,2
12576.0,36,8,4047.44,1
12577.0,35,8,5400.719999999999,1
12578.0,21,4,11479.630000000001,1
12579.0,78,1,2965.62,1
12580.0,247,2,2877.66,1
12581.0,40,1,271.6,1
12582.0,239,4,12172.92,1
12583.0,3,27,24232.14,0
12584.0,4,9,4066.2299999999996,1
12585.0,234,2,3492.5199999999995,1
12586.0,17,4,4590.5199999999995,1
12587.0,8,1,748.8,1
12588.0,39,4,6523.32,1
12589.0,29,8,10665.009999999998,1
12590.0,211,2,10841.46,1
12591.0,317,3,5043.55,2
12592.0,92,5,4708.91,1
12593.0,109,3,750.1999999999999,1
12594.0,38,15,8499.46,1
12595.0,505,1,1686.0799999999995,2
12596.0,51,2,10891.31,1
12597.0,19,4,14733.8,1
12598.0,10,11,7485.43,1
12599.0,29,13,4627.869999999999,1
12600.0,29,21,9974.37,1
12601.0,190,6,1935.8100000000002,1
12602.0,59,1,351.58,1
12603.0,22,1,739.1999999999999,1
12604.0,79,2,457.83000000000004,1
12605.0,376,4,2718.0699999999997,2
12606.0,682,1,147.0,2
12607.0,60,1,3043.3,1
12608.0,405,1,650.39,2
12609.0,78,9,9213.21,1
12610.0,23,5,4887.42,1
12611.0,52,1,2700.54,1
12612.0,74,1,978.5300000000001,1
12613.0,57,10,17179.089999999997,1
12614.0,278,1,315.59999999999997,2
12615.0,2,8,11261.02,1
12616.0,95,3,2640.3,1
12617.0,29,1,629.0300000000001,1
12618.0,22,1,177.31,1
12619.0,16,10,7641.57,1
12620.0,15,3,6316.870000000001,1
12621.0,2,35,42739.36,0
12622.0,232,1,928.41,1
12623.0,276,7,12939.74,1
12624.0,106,2,1801.97,1
12625.0,212,4,6920.219999999999,1
12626.0,23,9,25805.64,1
12627.0,11,7,9150.79,1
12628.0,4,3,954.58,1
12629.0,386,2,1962.2999999999997,2
12630.0,10,2,1270.88,1
12631.0,57,6,7424.599999999999,1
12632.0,521,2,1255.72,2
12633.0,59,7,10420.439999999999,1
12634.0,536,2,1007.4,2
12635.0,90,4,5235.4800000000005,1
12636.0,739,1,423.0,2
12637.0,67,12,29211.420000000006,1
12638.0,33,2,1458.3599999999997,1
12639.0,239,3,1920.5899999999997,1
12640.0,24,3,4841.79,1
12641.0,115,1,566.9999999999999,1
12642.0,25,3,2523.86,1
12643.0,128,12,11398.96,1
12644.0,130,4,4621.68,1
12645.0,34,8,13630.11,1
12646.0,5,2,2786.43,1
12647.0,22,36,43978.3,0
12648.0,155,4,2212.45,1
12649.0,107,8,3396.29,1
12650.0,3,1,314.44,1
12651.0,335,4,3128.45,2
12652.0,331,2,1296.0299999999997,2
12653.0,149,3,6912.32,1
12654.0,11,5,1562.3,1
12655.0,424,1,657.5999999999999,2
12656.0,17,8,11395.720000000001,1
12657.0,11,4,5003.32,1
12658.0,19,1,945.0,1
12659.0,30,1,361.13,1
12660.0,11,1,963.15,1
12661.0,436,1,162.00000000000003,2
12662.0,1,20,17530.23,1
12663.0,625,2,940.2,2
12664.0,8,11,8974.84,1
12665.0,325,3,948.85,2
12666.0,394,1,1372.6699999999998,2
12667.0,58,1,841.6500000000001,1
12668.0,12,10,31522.059999999998,1
12669.0,151,3,32070.72,1
12670.0,10,7,7060.8099999999995,1
12671.0,606,1,3295.753,2
12672.0,330,2,1022.6,2
12673.0,5,3,3037.94,1
12674.0,39,4,4038.8600000000006,1
12675.0,554,2,5204.150000000001,2
12676.0,25,11,5113.49,1
12677.0,555,2,438.09999999999997,2
12678.0,42,21,55786.69,0
12679.0,59,4,1454.8999999999999,1
12680.0,1,4,3544.31,1
12681.0,15,45,63420.29,0
12682.0,4,52,46564.770000000004,0
12683.0,4,21,24048.309999999998,1
12684.0,8,7,6227.63,1
12685.0,28,6,8122.550000000001,1
12686.0,372,1,403.28,2
12687.0,481,2,5973.610000000001,2
12688.0,114,1,9410.27,1
12689.0,26,2,1999.8999999999999,1
12690.0,206,1,721.52,1
12691.0,28,7,2780.3000000000006,1
12692.0,637,1,110.95,2
12693.0,127,7,5933.250000000001,1
12694.0,70,3,4012.7299999999996,1
12695.0,7,7,3981.79,1
12696.0,435,2,3698.1600000000003,2
12697.0,29,3,2859.58,1
12698.0,590,1,339.75,2
12699.0,418,1,918.2,2
12700.0,8,4,7572.389999999999,1
12701.0,80,6,4942.209999999999,1
12702.0,20,1,863.3,1
12703.0,71,4,2134.7299999999996,1
12704.0,7,8,5663.860000000001,1
12705.0,15,14,21321.3,1
12707.0,292,1,603.42,2
12708.0,30,18,12277.0,1
12709.0,15,34,55913.08,0
12710.0,97,3,4864.45,1
12711.0,612,2,1704.89,2
12712.0,29,21,13753.780000000002,1
12713.0,1,1,848.5500000000001,1
12714.0,9,12,23305.68,1
12715.0,106,1,1031.1,1
12716.0,4,2,1463.25,1
12717.0,151,3,5009.610000000001,1
12718.0,71,1,1134.87,1
12719.0,5,2,1725.9499999999998,1
12720.0,3,30,15383.140000000001,0
12721.0,32,8,6930.030000000001,1
12722.0,85,4,1815.0,1
12723.0,4,5,1517.35,1
12724.0,5,7,6331.52,1
12725.0,371,4,6237.15,2
12726.0,28,11,5143.700000000001,1
12727.0,11,10,12082.119999999999,1
12728.0,71,5,13760.960000000003,1
12729.0,114,1,453.01000000000005,1
12730.0,522,1,7225.5,2
12731.0,24,17,36399.229999999996,1
12732.0,180,1,351.97,1
12733.0,234,4,3834.1400000000003,1
12734.0,353,3,1077.3600000000001,2
12735.0,315,2,5840.66,2
12736.0,333,1,234.00000000000003,2
12737.0,499,2,91562.5,2
12738.0,372,1,985.5,2
12739.0,78,4,10703.71,1
12740.0,64,1,1660.4999999999998,1
12741.0,529,2,559.78,2
12742.0,626,1,1752.17,2
12743.0,134,2,9631.23,1
12744.0,52,11,137800.62,0
12745.0,487,3,2679.79,2
12746.0,541,1,350.80000000000007,2
12747.0,2,26,35359.700000000004,0
12748.0,1,336,245775.93000000002,3
12749.0,4,9,14859.91,1
12750.0,129,1,275.88,1
12751.0,445,1,10306.37,2
12752.0,81,1,6004.7300000000005,1
12753.0,23,6,22957.73,1
12754.0,236,3,3749.27,1
12755.0,281,11,10424.779999999997,1
12756.0,87,1,130.33999999999997,1
12757.0,16,13,32616.510000000002,1
12758.0,117,7,13220.0,1
12759.0,52,8,9459.39,1
12760.0,456,1,1270.13,2
12761.0,458,2,1895.25,2
12762.0,8,2,1898.5200000000004,1
12763.0,138,2,898.3199999999999,1
12764.0,317,1,4969.16,2
12765.0,472,6,6144.610000000001,2
12766.0,4,9,17972.42,1
12767.0,376,1,949.82,2
12768.0,451,1,168.69000000000003,2
12769.0,239,1,3472.35,1
12770.0,211,2,3327.3599999999997,1
12771.0,486,1,1221.8000000000002,2
12772.0,60,1,3018.0399999999995,1
12773.0,564,1,124.25,2
12774.0,536,1,98.7,2
12775.0,17,7,3682.49,1
12776.0,668,1,174.69,2
12777.0,458,1,1385.0600000000002,2
12778.0,20,9,3372.8500000000004,1
12779.0,38,14,15462.84,1
12780.0,599,1,539.6,2
12781.0,64,2,1219.96,1
12782.0,5,11,13259.349999999999,1
12783.0,2,6,26807.28,1
12784.0,9,3,4108.54,1
12785.0,364,3,4281.3,2
12786.0,610,1,1161.45,2
12787.0,10,4,1153.69,1
12788.0,463,4,1241.4,2
12789.0,65,3,2015.3000000000002,1
12790.0,192,2,1294.52,1
12791.0,374,6,12358.050000000001,2
12792.0,257,2,1976.35,1
12793.0,335,3,1812.95,2
12794.0,53,2,1500.1100000000004,1
12795.0,19,1,1669.09,1
12796.0,628,1,407.7,2
12797.0,366,2,1440.25,2
12798.0,10,4,10322.9,1
12799.0,529,1,219.35000000000002,2
12800.0,470,3,898.9,2
12801.0,501,1,4450.81,2
12802.0,187,7,4486.69,1
12803.0,393,1,4994.79,2
12804.0,466,2,1842.96,2
12805.0,382,4,3201.25,2
12806.0,435,4,5898.35,2
12807.0,383,1,2073.65,2
12808.0,37,5,1616.5,1
12809.0,178,3,8432.19,1
12810.0,535,2,1176.02,2
12811.0,261,5,1711.6499999999996,1
12812.0,45,1,229.64,1
12813.0,502,3,1687.8,2
12814.0,102,1,681.4399999999999,1
12815.0,148,2,1604.9,1
12816.0,96,2,1404.45,1
12817.0,281,3,690.98,2
12818.0,262,1,2277.7300000000005,2
12819.0,458,1,540.52,2
12820.0,3,11,4092.9300000000003,1
12821.0,214,2,319.96000000000004,1
12822.0,71,2,2316.7000000000003,1
12823.0,75,18,9093.95,1
12824.0,60,1,1064.4499999999998,1
12825.0,521,2,1442.15,2
12826.0,3,12,5114.460000000001,1
12827.0,6,3,2869.0,1
12828.0,3,6,3814.79,1
12829.0,337,3,927.6999999999999,2
12830.0,38,6,7094.549999999999,1
12831.0,262,3,2159.55,1
12832.0,32,2,552.33,1
12833.0,145,1,1260.47,1
12834.0,283,1,1422.7099999999998,2
12835.0,428,41,32302.410000000003,0
12836.0,59,15,22860.83,1
12837.0,173,2,1120.03,1
12838.0,34,10,8971.630000000001,1
12839.0,3,26,21671.32,0
12840.0,144,7,4947.139999999999,1
12841.0,5,40,21050.65,0
12842.0,70,4,2747.09,1
12843.0,66,30,13156.2,0
12844.0,29,4,3104.61,1
12845.0,267,4,575.03,2
12846.0,682,1,31.16,2
12847.0,22,2,2355.38,1
12848.0,676,1,799.1,2
12849.0,31,6,7193.520000000001,1
12850.0,446,1,336.6,2
12851.0,97,2,4380.959999999999,1
12852.0,295,1,1355.8500000000001,2
12853.0,135,11,9168.73,1
12854.0,79,7,8965.65,1
12855.0,373,4,4258.62,2
12856.0,8,6,9165.240000000002,1
12857.0,211,6,4907.1,1
12858.0,383,1,1291.02,2
12859.0,459,1,850.8499999999999,2
12860.0,693,1,55.47,2
12861.0,620,1,250.64999999999998,2
12862.0,426,2,4176.46,2
12863.0,52,6,3221.32,1
12864.0,138,2,307.05999999999995,1
12865.0,26,4,11590.32,1
12866.0,283,3,5010.479999999999,2
12867.0,26,13,33871.05,1
12868.0,186,8,4538.95,1
12869.0,682,1,970.2700000000002,2
12870.0,375,3,3647.63,2
12871.0,84,3,1066.26,1
12872.0,327,12,16820.510000000002,2
12873.0,282,3,4264.349999999999,2
12874.0,385,2,948.42,2
12875.0,143,5,1397.23,1
12876.0,58,4,9597.6,1
12877.0,4,20,70899.88,0
12878.0,236,2,1194.36,1
12879.0,45,3,763.9000000000001,1
12880.0,382,2,1056.4399999999998,2
12881.0,276,1,1323.4499999999998,2
12882.0,9,2,1938.9599999999998,1
12883.0,25,4,2276.25,1
12884.0,88,1,309.05000000000007,1
12885.0,63,3,3609.58,1
12886.0,68,2,3258.15,1
12887.0,384,1,222.4,2
12888.0,214,2,464.45,1
12889.0,381,4,1265.61,2
12890.0,24,2,2824.2699999999995,1
12891.0,186,11,905.76,1
12892.0,397,1,616.9799999999999,2
12893.0,31,1,2238.53,1
12894.0,575,1,363.25,2
12895.0,42,2,1313.1,1
12897.0,205,4,747.0500000000002,1
12898.0,464,2,319.44,2
12899.0,414,1,1068.25,2
12900.0,422,1,752.02,2
12901.0,9,28,18206.699999999997,0
12902.0,265,1,273.32,2
12903.0,429,1,1058.62,2
12904.0,18,2,1068.45,1
12905.0,577,2,2255.19,2
12906.0,12,5,4273.839999999999,1
12907.0,396,2,1698.06,2
12908.0,176,5,1797.8899999999999,1
12909.0,40,8,8316.550000000001,1
12910.0,23,13,8509.99,1
12911.0,552,1,5653.530000000001,2
12912.0,3,5,2090.0,1
12913.0,5,13,22557.92,1
12914.0,401,1,268.43,2
12915.0,149,4,3671.4,1
12916.0,139,7,8997.73,1
12917.0,128,6,6759.0,1
12918.0,626,1,32860.5,2
12919.0,8,6,2455.6700000000005,1
12920.0,17,4,1557.27,1
12921.0,9,74,73085.12,0
12922.0,161,1,884.0900000000001,1
12923.0,64,3,1242.54,1
12924.0,88,12,4062.8799999999997,1
12925.0,5,3,1509.63,1
12926.0,411,4,6080.410000000001,2
12927.0,395,1,282.45,2
12928.0,35,12,6942.4400000000005,1
12929.0,312,1,684.35,2
12930.0,78,2,1186.51,1
12931.0,22,57,181320.78,0
12932.0,539,8,4585.14,2
12933.0,24,8,13666.44,1
12934.0,737,1,431.67,2
12935.0,2,15,8119.59,1
12936.0,17,4,2389.9799999999996,1
12937.0,15,9,7612.4400000000005,1
12938.0,26,1,137.82,1
12939.0,64,20,28024.07,1
12940.0,55,2,2905.76,1
12941.0,724,1,689.07,2
12942.0,131,3,3047.85,1
12943.0,558,2,1041.85,2
12944.0,36,2,717.15,1
12945.0,288,2,2113.43,2
12946.0,437,1,870.9499999999999,2
12947.0,144,6,6050.47,1
12948.0,16,9,4623.75,1
12949.0,31,22,45966.08,0
12950.0,2,3,1920.0500000000002,1
12951.0,9,15,5743.79,1
12952.0,6,4,26597.260000000002,1
12953.0,10,2,3812.96,1
12954.0,639,1,233.15,2
12955.0,1,11,7363.699999999999,1
12956.0,306,4,1953.0200000000002,2
12957.0,10,13,19734.089999999997,1
12958.0,400,2,7142.33,2
12959.0,484,1,150.95,2
12960.0,414,4,1676.7800000000002,2
12961.0,379,1,211.99,2
12962.0,7,2,5176.96,1
12963.0,8,12,7741.389999999999,1
12964.0,437,1,1163.97,2
12965.0,89,1,2535.38,1
12966.0,10,1,160.18,1
12967.0,358,3,6604.92,2
12968.0,112,1,135.95,1
12969.0,603,1,122.45,2
12970.0,7,10,6857.7,1
12971.0,4,116,22466.15,0
12972.0,414,4,3572.0499999999997,2
12973.0,414,1,4412.550000000001,2
12974.0,198,2,1926.38,1
12975.0,437,6,5287.360000000001,2
12976.0,212,8,5165.67,1
12977.0,156,4,4385.23,1
12978.0,385,5,4163.629999999999,2
12979.0,729,1,3220.88,2
12980.0,158,21,21450.27,1
12981.0,30,2,564.31,1
12982.0,243,8,7568.780000000001,1
12983.0,598,1,666.59,2
12984.0,19,1,2315.6000000000004,1
12985.0,1,2,4655.89,1
12986.0,429,10,5327.07,2
12987.0,74,5,3500.1099999999997,1
12988.0,292,1,2440.83,2
12989.0,3,33,16139.53,0
12990.0,31,7,1205.75,1
12991.0,23,3,4390.51,1
12992.0,725,1,120.65,2
12993.0,23,8,2227.42,1
12994.0,4,3,2026.0900000000001,1
12995.0,85,1,229.5,1
12996.0,376,1,355.5,2
12997.0,22,8,4745.18,1
12998.0,493,3,1489.14,2
12999.0,196,3,694.57,1
13000.0,107,4,1469.1,1
13001.0,4,33,43838.06,0
13002.0,318,3,818.78,2
13003.0,106,3,342.6,1
13004.0,12,36,42638.24,0
13005.0,174,4,2547.3599999999997,1
13006.0,56,1,286.69,1
13007.0,580,1,823.05,2
13008.0,323,3,1022.1600000000001,2
13009.0,673,1,795.6,2
13010.0,374,2,486.84000000000003,2
13011.0,372,1,126.4,2
13012.0,9,11,5346.59,1
13013.0,1,29,37198.32000000001,0
13014.0,11,11,18781.75,1
13015.0,53,11,24565.799999999996,1
13016.0,73,3,2288.72,1
13017.0,7,1,229.5,1
13018.0,16,35,31132.6,0
13019.0,379,6,3292.9,2
13020.0,563,2,1398.1100000000001,2
13021.0,4,17,13304.810000000001,1
13022.0,430,1,65.3,2
13023.0,64,3,3512.49,1
13024.0,471,2,9919.069999999998,2
13025.0,732,1,782.3499999999999,2
13026.0,1,9,2131.41,1
13027.0,114,19,17505.22,1
13028.0,23,2,904.02,1
13029.0,31,5,2836.7499999999995,1
13030.0,11,2,4538.41,1
13031.0,407,5,12679.42,2
13032.0,52,9,19727.53,1
13033.0,357,2,302.15,2
13034.0,55,3,1821.27,1
13035.0,74,3,1883.81,1
13036.0,685,1,307.1,2
13037.0,138,12,12959.170000000002,1
13038.0,80,3,908.46,1
13039.0,584,4,1169.83,2
13040.0,9,2,676.99,1
13041.0,451,4,2049.87,2
13042.0,598,3,4793.59,2
13043.0,273,1,516.4200000000001,2
13044.0,291,11,27507.96,1
13045.0,99,3,1750.6700000000003,1
13046.0,31,3,1394.57,1
13047.0,32,24,25657.79,1
13048.0,14,9,8090.000000000001,1
13049.0,64,4,2352.57,1
13050.0,15,35,33365.740000000005,0
13051.0,579,2,389.05,2
13052.0,212,7,7214.619999999999,1
13053.0,622,1,372.75,2
13055.0,78,4,6490.2699999999995,1
13056.0,551,1,1109.0100000000002,2
13057.0,530,3,1810.3100000000002,2
13058.0,25,3,513.5500000000001,1
13059.0,250,10,7231.49,1
13060.0,254,1,1110.81,1
13061.0,72,1,363.19,1
13062.0,191,1,406.95,1
13063.0,481,1,447.70000000000005,2
13064.0,13,6,4945.1900000000005,1
13065.0,373,5,4195.26,2
13066.0,24,2,1174.44,1
13067.0,82,3,1343.13,1
13068.0,10,2,345.78999999999996,1
13069.0,1,38,36627.770000000004,0
13070.0,192,4,1735.8000000000002,1
13071.0,612,1,793.6500000000001,2
13072.0,267,1,177.14999999999998,2
13073.0,411,2,847.99,2
13074.0,511,4,1542.64,2
13075.0,130,1,1150.8399999999997,1
13076.0,458,1,336.9,2
13077.0,1,11,5054.0,1
13078.0,3,57,45832.61,0
13079.0,4,6,723.96,1
13080.0,179,4,517.48,1
13081.0,12,28,112737.31999999999,0
13082.0,126,21,10014.67,1
13083.0,4,3,747.66,1
13084.0,492,1,306.0,2
13085.0,158,8,6222.83,1
13086.0,383,1,2564.3500000000004,2
13087.0,726,1,313.64,2
13088.0,417,1,8173.78,2
13089.0,3,203,183717.02000000002,3
13090.0,9,24,34657.82,0
13091.0,28,3,2610.43,1
13092.0,71,12,17606.440000000002,1
13093.0,276,55,80555.88,0
13094.0,21,13,2893.620000000001,1
13095.0,71,1,86.67999999999999,1
13096.0,394,1,489.65000000000003,2
13097.0,33,28,108523.38,0
13098.0,1,28,41326.78,0
13099.0,99,1,216.0,1
13101.0,234,4,1277.64,1
13102.0,1,37,43139.46,0
13103.0,40,3,1245.59,1
13104.0,3,9,2242.46,1
13105.0,436,1,80.64,2
13106.0,133,2,1233.3700000000001,1
13107.0,44,9,7621.33,1
13108.0,373,2,1647.61,2
13109.0,60,3,2315.07,1
13110.0,31,12,42022.79,1
13111.0,719,1,321.88000000000005,2
13112.0,541,1,23.550000000000004,2
13113.0,1,37,31110.38,0
13114.0,731,1,234.38,2
13115.0,12,10,10683.44,1
13116.0,138,1,6208.579999999999,1
13117.0,22,18,6686.099999999999,1
13118.0,20,9,5655.0,1
13119.0,669,1,274.70000000000005,2
13120.0,239,1,35.699999999999996,1
13121.0,269,1,283.72999999999996,2
13122.0,94,2,1603.5000000000002,1
13123.0,473,2,3155.85,2
13124.0,90,4,9462.26,1
13125.0,524,1,1019.0900000000001,2
13126.0,5,13,9637.25,1
13127.0,78,1,318.69000000000005,1
13128.0,631,1,272.0,2
13129.0,452,2,265.95,2
13130.0,94,1,117.25,1
13131.0,23,7,3846.3600000000006,1
13132.0,262,1,77.3,2
13133.0,274,3,1305.1,2
13134.0,86,6,6499.42,1
13135.0,197,2,4098.44,1
13136.0,56,13,14728.0,1
13137.0,11,16,51428.73,0
13138.0,22,7,2878.9300000000003,1
13139.0,16,8,17771.66,1
13140.0,108,5,6068.36,1
13141.0,85,17,13364.650000000001,1
13142.0,19,1,449.25999999999993,1
13143.0,585,1,574.1400000000001,2
13144.0,333,2,251.1,2
13145.0,40,7,1489.44,1
13146.0,26,1,1064.26,1
13147.0,10,4,777.1500000000001,1
13148.0,29,26,26622.23,0
13149.0,14,4,3404.4300000000003,1
13150.0,484,3,509.2699999999999,2
13151.0,296,3,6318.4400000000005,2
13152.0,417,7,10462.279999999999,2
13153.0,6,1,600.02,1
13154.0,399,3,3566.98,2
13155.0,33,6,5732.01,1
13156.0,385,3,4284.24,2
13157.0,49,9,8812.98,1
13158.0,95,5,9981.189999999999,1
13159.0,9,4,2850.3599999999997,1
13160.0,22,1,215.29999999999998,1
13161.0,313,2,2145.11,2
13162.0,122,16,14218.57,1
13163.0,610,1,124.65,2
13164.0,569,2,452.2,2
13165.0,46,3,1843.7,1
13166.0,283,2,2677.5699999999997,2
